"ratingDate","partial_entry"
"Diulas pada 30 Januari 2017","Gedung ini adalah kantor pusat kereta api daerah semarang kalau tidak salah. dengan banyak pintu dan jendela membuat tempat ini sedikit menyeramkan."
"Diulas pada 30 Januari 2017","Arsitektur Bangunan Secara keseluruhan sangatlah indah.Cocok untuk dikunjungi karena terletak di daerah kota Semarang. Biaya masuk juga hanya Rp 10,000 untuk Dewasa."
"Diulas pada 28 Januari 2017","Terus terang kami ke sini untuk melihat-lihat seperti apa bangunan yang kesohor angkernya saat malam tersebut. Sebetulnya bangunan ini milik perusahaan Kereta Api Belanda yang sekarang dimiliki PT. KAI. Kami ingin melihat penjara bawah tanah yang terkenal angker itu tapi sayangnya ada papan pengumuman bahwa lokasi tersebut masih ditutup karena ada renovasi. Tidak masalah bagi kami karena keindahan arsitektur Belanda pada gedung ini membuat kami sering berfoto. Jadilah kami semua menjadi maniak selfie di gedung ini. Di gedung ini juga ditampilkan foto-foto sejarah perkeretaapian Indonesia sejak zaman penjajahan Belanda dahulu termasuk foto-foto stasiun lama yang saat ini mungkin sudah lenyap ditelan zaman."
"Diulas pada 26 Januari 2017","Banyak cerita dari gedung ini. Bahkan sampai ada lorong penjara bawah tanahnya. Tempat nya bikin bulu kudung merinding tapi saya akui tempat ini indah."
"Diulas pada 23 Januari 2017","Bangunan nya megah dan tidak terkesan angker, malah terkesan asri dengan taman yang tertata rapi.Di anjurkan datang pada sore hari saja, karena kalau siang hari panasnya minta ampun...."
"Diulas pada 19 Januari 2017","lawang sewu semarang, sekarang sudah cantik banget.. banyak penataan ulang dan pengecatan ulang.. kebersihan jugaa sudah bagus, pihak pengelola sudah sangat berjuang keras untuk menjaga bangunan cantik ini. yuk mampir kesini.. yakin nggak nyesel deh, bagus banget sekarang bangunanya."
"",""
"Diulas pada 18 Januari 2017","sebelum datang kesini,  sering mendengar cerita seram2 mengenai gedung ini... tetapi saat kesana ternyata tidak seperti yang dibayangkan. buat photo juga bagus2 dan mungkin krn siang dan rame,  hawa seram sudah tidak ada..."
"Diulas pada 17 Januari 2017","Bagus, hanya saja perlu disediakan tempat sampah dan kantin yg cukup. Perlu diperhatikan pula kebersihan dan kerapihannya. Secara keseluruhan bagus dan tidak begitu menyeramkan sperti yg diceritakan orang2 yg sudah berkunjung sebelumnya"
"Diulas pada 13 Januari 2017","hal yang terlintas pertama kali tentang Lawang Sewu ini adalah takut, tapi pensaran. maklumlah dengan reputasinya dia yang sering dibuat lokasi ajang ""uka - uka"". bayangan tentang kastil drakula yang pengap dan gelap tiba - tiba terlintas di benak saya sebelum sampai di ikon kota semarang ini. ternyata dugaan saya salah, Lawang sewu kini sudah berbenah diri. sudah di cat dan dipercantik lagi serta diberi penerangan yang baik. masuk kesini kita akan disuguhi seni arsitektur ala belanda yang megah dan epic. hanya dnegan membayar 5000 rupiah saja kita bisa menikmati pesona Lawang sewu ini. dilantai satu kita bisa menjumpai pameran dan etalase yang memperlihatkan sejarah kereta api dindonesia.Yang paling ditunggu - tunggu adalah memotret pintu yang punya persepektif makin kebelakang semakin kecil. jadi terlihat seperti 1000 pintu"
"Diulas pada 13 Januari 2017","Tempat wisata ini sayang tidak di lengkapi dengan tempat parkir yang memadai, jadi parkir itu di jalanan. Biaya masuk lawang sewu 10 ribu per orang Jelajah lawang sewu seperti jelajah museum, walaupun banyak ruang kosong yang tidak terisi. Ada ornamen kereta kecil di bagian belakang dan kereta asli di bagian kiri pintu masuk. Btw selama jalan di dalam lawang sewu ntah kenapa dari kaki sampai kepala bawaannya merinding xixixixi 😅"
"Diulas pada 12 Januari 2017","Lawang Sewu merupakan salah satu gedung bersejarah yang terletak di kota Semarang. Gedung ini dikenal sebagai lawang sewu oleh orang lokal karena seolah-olah memiliki seribu pintu. Gedung ini dahulu merupakan kantor dari Nederlands-Indische Spoorweg Maatschappij atau NIS. Dibangun pada tahun 1904 dan selesai pada tahun 1907. Terletak di bundaran Tugu Muda yang dahulu disebut Wilhelminaplein.Karena gedung peninggalan ini tidak terpakai lagi, maka ada nuansa mistis yang terasa. Oleh karena itu gedung lawang sewu ini sering digunakan sebagai tempat untuk ""uji nyali"". Meskipun demikian, karena bentuknya yang eksotis, gedung ini juga sering menjadi tempat sesi pemotretan yang unik."
"Diulas pada 12 Januari 2017","Lawang sewu gedung bersejarah di semarang. Saya melewatinya saat menuju tempat acara dan mengabadikannya. Sayang pas kesana tempat sudah ditutup karena bukanya sampai jam 9 malam. Walau begitu banyak remaja yang bersantai dan meet up sama temannya disini."
"",""
"Diulas pada 12 Januari 2017","Lokasinya dekat dengan kawasan kota lama dan berada di pusat kota. Harga tiket 10ribu untuk dewasa sangat murah karena bangunan bersejarah dan bagus untuk hunting foto. Jika kesini malam2 akan ada guide, jika siang hari suasana lebih nyaman. Rekomendasi saya untuk kesini siang hari saja karena aslinya gedung ini sangat indah."
"Diulas pada 11 Januari 2017","Lokasi strategis di pusat kota. Bangunannya sendiri sudah bagus dan antik. Informasi di dalam gedung juga cukup lengkap. Bersih, dan terawat."
"Diulas pada 10 Januari 2017","arsitektur yang bagus, beruntung mendapat penyegaran, sehingga sudah jauh lebih baik, walaupun ada ketidak nyamanan karena apa-apa serba biaya tambahan"
"Diulas pada 8 Januari 2017","Akhirnya bisa berkunjung ke tempat yang menjadi salah satu kebanggaan kota semarang, hanya berkunjung untuk mengurangi rasa penasaran saya saja, saat pergi saya bersama rekan kerja, tidak banyak hal yang bisa dilakukan disini, saat kunjungan kami ditemani tour guide yang secara detail memberikan informasi terhadap semua yang ada di lawang sewu ini, ada beberapa spot yang bagus untuk berfoto."
"Diulas pada 5 Januari 2017","Menarik tuk di kunjungi, bernolstagia dgn lagu lawas, bangunan yg tua dan unik dgn byk pintu2 dan jendela2, mengetahui sejarah kereta api."
"Diulas pada 5 Januari 2017","Banguan belanda yang keren, tanpa AC pun sudah berasa dingin berada di dalamnya. Padahal semarang terkenal panasnya. Gaya arsitektur nya pun keren banget."
"",""
"Diulas pada 5 Januari 2017","memberikan pengetahuan tentang semarang tempo dulu, terdapat barang kuno, seperti mesin tik dll yg digunakan waktu jaman belanda dan jepang. pengetahuan tentang perkereta apian"
"Diulas pada 3 Januari 2017","Pertama kali kesini tahun 2010, masih relatif sepi dan agak sedikit kumuh. Tiba-tiba sekarang sudah lebih bagus. Lebih lengkap, walaupun masih agak bingung, sebenarnya mau jadi museum atau sekadar cagar budaya saja? Kalo memang mau jadi sekedar Cagar Budaya lebih baik diperbanyak Foto-foto Lawang Sewu saat masa lampau, jangan hanya yang banyak Lukisan aja, masih belum kebayang dulu ini gedung rupanya di masa lampau seperti apa. Mungkin masih bisa diperbaiki untuk kedepannya."
"Diulas pada 30 Desember 2016","saya lihat gedung ini masih kokoh berdiri walaupun mungkin telah berusia seratus tahun, pintu yang banyak mungkin yang menyebabkan bangunan ini disebut lawang sewu atau lawang seibu"
"Diulas pada 28 Desember 2016","Alhamdulillah.. akhrnya kami.bisa berkunjung ketempat yang sangat bersejarah,  dimana kita bisa melihat sejarah kereta api.. dan begitu melihat karcis kereta jaman dulu...subhanallah.. langsung teringat masa kecil kami..pada saat naik kereta.. terima.kasih...sudah memberikan cerita sejarah pada anak2 kami.."
"Diulas pada 22 Desember 2016","Konon Kabarnya jumlah pintu tidak lebih dari seribu,,,total hanya 874 pintu,,,,gak percaya itung sendiri"
"Diulas pada 21 Desember 2016","gedung dengan banyak ruangan dan pintu sehingga disebut lawang sewu, didalamnya terdapat musium kereta , ada banguan yang merupakan bekas penjara sehingga terkesan seram dan penuh misteri , sering digunakan untuk ajang uji nyali , karena sering dianggap banyak hantu yang tingga di gedung ini"
"",""
"Diulas pada 21 Desember 2016","Biasa bangeeeetttttt... nda kerasa horornya... kurang greget pengelolanya... ato harus pake jasa guide kah...? Biaya parkirnya juga luar binasa ngawurnya... minta sesuka mereka. Harus d tawar terutama untuk yg luarkota. Butuh pengelola yg lebih serius"
"Diulas pada 20 Desember 2016","Tambah pengetahuan ttg perkeretaapian di jateng khususnya smg. Tempat bersejarah penibggalan Belanda. Tempatnya cukup bersih. Bagusvutk betfoto2 unik"
"Diulas pada 20 Desember 2016","Perawatan bangunan sangat bagus. kesan mistis sudah tidak terlihat lagi. benda-benda koleksi juga ditata dengan baik. bagus untuk berfoto-foto. namun masih sangat banyak ruangan yang masih kosong."
"Diulas pada 19 Desember 2016","salah satu tempat yang harus dikunjungi ketika ke semarang. desain bangunan yang menarik. sekarang berfungsi sebagai museum kereta api."
"Diulas pada 16 Desember 2016","bangunan peninggalan Belanda,disebut lawang sewu (seribu) karena sangat banyak pintunya,waktu berkunjung ke sini jam 21.00,suasananya mencekam,apalagi di bawah tanah bekas tempat eksekusi tahanan jepang"
"Diulas pada 16 Desember 2016","Menyenangkan, bersih , tidak terlihat angker seperti yang didengung dengungkan. Foto spot yang bagus.."
"",""
"Diulas pada 12 Desember 2016","Untuk ketiga kalinya datang ke lawang sewu, tempat bersejarah yg patut di kunjungi. Saya masih penasaran dengan ruang bawah tananhnya karena sudah 3x dtg selalu ditutup. Semoga lain waktu sdh selesai renovasi"
"Diulas pada 11 Desember 2016","Lawangsewu.. atau Pintu seribu..heheheIni bangunan peninggalan VOC untuk perusahaan Kereta Api.. Lawangsewu buka dari Jam 7am..tiket dewasa 10rb. Kalo mau pake tour guide nambah 40rb."
"Diulas pada 9 Desember 2016","mungkin dulu waktu kecil kalau ada tamsya kesitu nggak diperbolehin masuk, eh sekarang sudah berbeda kita jadi bisa bebas dan tempatnya nggak serem malah hits banget. kalau kata anak sekarang tempat paling kekinian . tetapi masih ada bebrapa spot yang emang nggak diperbolehkan untuk umum."
"Diulas pada 8 Desember 2016","Pengalaman baru karena penasaran katanya tidak lengkap kalau ke semarang ga berkunjung ke tempat ini,, dan pertama kali lihat tempatnya langsung dalam hati ""WOW"" besar sekali.. Bagus untuk foto-foto dan mengenal sejarah. good"
"Diulas pada 7 Desember 2016","salah satu wisata malam yang wajib dikunjungi sih kalo ke Semarang. Unik bangunannya, ada 1000 pintu di sini katanya sesuai namanya ""Lawang (pintu) Sewu (seribu)"". Tapi belum hitung juga apakah beneran genap ada 1000..hahaha. Oh ya, yg pemberani bisa cobain tour keliling terowongan air bawah tanahnya, dijamin bikin merinding..hehe"
"Diulas pada 6 Desember 2016","Takjub sekali dengan desain unik arsitektur khas eropa. Bisa dikunjungi dari pagi sampai malam hari membuat kami yang memiliki waktu sempit di semarang bisa berkunjung kesana. Sayang dikarenakan alokasi kurang bersahabat hanya bisa berfoto-foto di halaman dan teras luar. Namun tidak mengurangi kekaguman akan bangunan ini. Romantis juga lho untuk kencan disore hari bersama pasangan terkasih."
"",""
"Diulas pada 2 Desember 2016","Bagi yang suka akan sejarah2 bangunan kolonial peninggalan belanda, gedung lawangsewu pantas anda sambangi, banyak sekali jendela dan pintunya, ciri khas bangunan belanda yang sangat kokoh dan mempunyai nilai sejarah, masih sangat terawat dan detail...... kesan angker dan banyak bau bunga melati pada ruangan tertentu membuat anda yg mempunyai nyali kecil jangan coba2 mampir kesini....."
"Diulas pada 2 Desember 2016","Salah satu bangunan bersejarah penting dan merupakan icon kota Semarang yang fenomenal.. Tempat yang cocok untuk mengambil foto karena lokasi ini memiliki spot foto yang bagus"
"Diulas pada 30 November 2016","Mungkin saat mendengarnya sedikit ngeri.tapi saat lebih dekat,anda akan tahu kecantikan lawang sewu.cantik untuk dinikmati apa lagi sambil berfoto atau melengkapi koleksi fotografi anda.meskipun ada sisi mistik,pastikan anda berkunjung kesana."
"Diulas pada 29 November 2016","Berada di tengah Kota Semarang membuat akses menuju ke Lawang Sewu menjadi mudah. Tidak perlu khawatir jika tidak membawa kendaraan pribadi. Banyak transportasi umum menuju ke tempat ini. Lokasinya persis berada dekat dengan Tugu Muda yang juga adalah icon khas Kota Semarang.Gedung Lawang Sewu dulunya difungsikan sebagai kantor Djawatan Kereta Api Repoeblik Indonesia (DKARI). Harga tiket masuk tidak mahal, dan pengunjung sudah bisa menikmati banyak cerita tentang sejarah perkeretaapian di Indonesia. Selain soal sejarahnya, keindahan arsitektur dari Lawang Sewu bisa membuat pengunjung puas berfoto dengan latar belakang gedung yang gagah."
"Diulas pada 28 November 2016","Lawang Sewu merupakan salah satu kantor kereta api di Indonesia, disebut lawing sewu yang berarti pintu seribu karena komplek bangunan ini mempunyai beberapa gedung yang dihiasi dengan banyak pintu. Letak Lawang Sewu ada di Jalan Pemuda, Komplek Tugu Muda, Semarang, tak jauh dari Simpang Lima. Desain bangunannya masih bernuansa Eropa, dibangun sekitar tahun 1904. Tiket masuk ke Lawang Sewu adalah Rp 10.000/orang. Apabila Anda ingin menggunakan jasa tour guide, maka dapat menambahkan biaya Rp 50.000/guide. Tour guide sangat membantu kita ketika mengeksplorasi Lawang Sewu dengan informasi mengenai sejarah bangunan ini. Selain itu, tour guide juga dapat membantu mengabadikan momen karena tour guide sudah sangat expert mengenai angle pengambilan gambar. Apabila ada yang menanyakan mengenai ruang bawah tanah, ya meman Lawang Sewu mempunyai ruang bawah tanah. Tapi pengunjung tidak dapat menelusuri lebih jauh, artinya hanya dapat melihat dari pintu menuju ruang bawah Tanah saja. Rasanya belum lengkap kalau ke Semarang belum ke sini :)"
"Diulas pada 28 November 2016","Berada di Lawang Sewu seolah mengajak para pengunjung untuk menikmati jaman penjajahan Belanda. Bangunan yang kokoh dengan pintu yang banyak. Ingatan kita diajak untuk melintasi masa-masa sulit bersama para pejuang. Kita juga diajak untuk menikmati sejarah kereta api.Sayangnya ketika saya kesana, bagian atas dan ruang bawah tanah tidak boleh dikunjungi. Untuk fasilitas, lumayanlah. Disini ada musholla, toilet yang layak."
"",""
"Diulas pada 25 November 2016","Tempat wisata yg berada di pusat kota Semarang yg meninggalkan bangunan jaman Belanda sangat indah dan menarik untuk dikunjungi karena nilai sejarah yang tinggi"
"Diulas pada 20 November 2016","Kalau datang ke semarang belum lengkap sebelum mampir ke lawang sewu karena bangunan kuno satu ini sangatlah ikonik. Desain arsitektur kolonial belanda yang menawan dan berlokasi di pusat kota semarang dekat dengan daerah simpang lima."
"Diulas pada 19 November 2016","Wisata ke semarang paket komplit dengan berkunjung ke lawang sewu Semarang , Wisata Sejarah, Wisata Horror dan mistis, dan wisata edukasi seru abis yang di ruang bawah tanahnya yang masih angker hingga saat ini."
"Diulas pada 18 November 2016","Gedung yang memiliki banyak pintu juga disebut Lawang Sewu itu sangat bersejarah untuk bangsa kita. Peninggalan jaman Belanda itu sangat mengesankan dan menarik untuk dikunjungi para wisatawan lokal maupun mancanegara. Di sisi lain, cerita mistis mengenai gedung tersebut sangat kental menyelimuti. Oleh karena itu tak jarang orang penasaran untuk mengunjunginya."
"Diulas pada 18 November 2016","Semarang mempunyai banyak bangunan lama peninggalan masa penjajahan Belanda, salah satunya Lawang Sewu....., Gedung tua nan Indah yg syarat nilai sejarah"
"Diulas pada 17 November 2016","terletak dijalan pemuda dekat toko oleh-oleh gedung ini dulunya dipakai para pejuang melawan belanda dan dibawah gedung ada terowong air yang besar"
"",""
"Diulas pada 16 November 2016","Tempat yang menarik, bagus dan sarat akan sejarah. Meskipun sudah lebih Dari 10 kali, Lawang Sewu selalu menjadi daya tarik bagi saya untuk didatangi. Dalam beberapa kesempatan, Lawang Sewu dibuka hingga malam hari untuk menelusuri lorong bawah tanahnya. Bukan sekedar menjadi sejarah Dari kereta api di Indonesia, namun banyak cerita tentang masa sebelum kemerdekaan Indonesia yang bisa kita rasakan."
